,Unnamed: 0,Unnamed: 0.1,time,twt_id,political_label,political_score,sentiment_label,sentiment_score
100,100,100,2008-10-30T02:32:05.000Z,981570096,Democrat,0.9998056292533876,NEGATIVE,0.9338778257369996
101,101,101,2008-10-30T03:01:39.000Z,981605832,Democrat,0.9988516569137572,NEGATIVE,0.998375654220581
102,102,102,2008-10-30T03:00:59.000Z,981604959,Democrat,0.9999964237213136,NEGATIVE,0.9984500408172609
103,103,103,2008-10-30T03:30:33.000Z,981638955,Republican,0.998284876346588,NEGATIVE,0.9855917692184448
104,104,104,2008-10-30T03:30:30.000Z,981638880,Republican,0.5521300435066223,NEGATIVE,0.9904274940490724
105,105,105,2008-10-30T03:30:06.000Z,981638394,Republican,0.6875714063644409,NEGATIVE,0.9383434057235718
106,106,106,2008-10-30T04:01:22.000Z,981672041,Democrat,0.8388904333114624,NEGATIVE,0.9938003420829772
107,107,107,2008-10-30T04:31:39.000Z,981702089,Democrat,0.9999960660934448,NEGATIVE,0.9984896183013916
108,108,108,2008-10-30T04:30:32.000Z,981700925,Democrat,0.9999949932098388,NEGATIVE,0.9913501739501952
109,109,109,2008-10-30T04:30:23.000Z,981700783,Democrat,0.9941983222961426,POSITIVE,0.7567272186279297
110,110,110,2008-10-30T05:00:59.000Z,981728982,Republican,0.994455873966217,POSITIVE,0.6559902429580688
111,111,111,2008-10-30T05:32:32.000Z,981754896,Democrat,0.9999886751174928,NEGATIVE,0.9958873391151428
112,112,112,2008-10-30T05:32:26.000Z,981754820,Democrat,0.9998291730880736,POSITIVE,0.999735414981842
113,113,113,2008-10-30T05:30:22.000Z,981753222,Democrat,0.9982408285140992,POSITIVE,0.9306252002716064
114,114,114,2008-10-30T06:02:03.000Z,981777075,Democrat,0.8867620825767517,POSITIVE,0.8614253401756287
115,115,115,2008-10-30T06:00:52.000Z,981776130,Democrat,0.9290476441383362,POSITIVE,0.9927849769592284
116,116,116,2008-10-30T06:00:51.000Z,981776108,Democrat,0.9572550654411316,POSITIVE,0.9900279641151428
117,117,117,2008-10-30T06:00:37.000Z,981775941,Republican,0.99995219707489,NEGATIVE,0.9292700290679932
118,118,118,2008-10-30T06:32:51.000Z,981797856,Democrat,0.9999958276748656,NEGATIVE,0.9661365151405334
119,119,119,2008-10-30T07:00:33.000Z,981815263,Democrat,0.9998592138290404,POSITIVE,0.9497232437133788
120,120,120,2008-10-30T07:32:07.000Z,981835395,Republican,0.9997593760490416,NEGATIVE,0.9950084686279296
121,121,121,2008-10-30T08:00:38.000Z,981853121,Republican,0.952082097530365,NEGATIVE,0.9940802454948424
122,122,122,2008-10-30T08:00:36.000Z,981853106,Democrat,0.9551701545715332,POSITIVE,0.9605780243873596
123,123,123,2008-10-30T09:02:36.000Z,981894095,Republican,0.999546468257904,NEGATIVE,0.9888163805007936
124,124,124,2008-10-30T09:32:18.000Z,981914379,Republican,0.986456036567688,NEGATIVE,0.9699309468269348
125,125,125,2008-10-30T09:31:57.000Z,981914138,Republican,0.9999457597732544,NEGATIVE,0.9949946403503418
126,126,126,2008-10-30T09:30:28.000Z,981913115,Democrat,0.9651622176170348,NEGATIVE,0.9914371371269226
127,127,127,2008-10-30T10:32:08.000Z,981957533,Republican,0.982527792453766,POSITIVE,0.9862831234931946
128,128,128,2008-10-30T11:01:52.000Z,981980802,Republican,0.999929428100586,POSITIVE,0.9147958159446716
129,129,129,2008-10-30T11:30:59.000Z,982005392,Republican,0.9969007968902588,NEGATIVE,0.9280096888542176
